Ciqual AGB,Nom Français,Groupe d'aliment,Sous-groupe d'aliment,Ingredients,Code et Nom,Groupe,Sous-groupe,Score unique EF3.1 (mPt/kg),Changement climatique (kg CO2 eq/kg),Appauvrissement de la couche d'ozone (kg CFC11 eq/kg),Rayonnements ionisants (kBq U-235 eq/kg),Formation photochimique d’ozone (kg NMVOC eq/kg),Particules (disease inc./kg),Effets toxicologiques sur la santé humaine : substances non-cancérogènes* (CTUh/kg),Effets toxicologiques sur la santé humaine : substances cancérogènes* (CTUh/kg),Acidification terrestre et eaux douces (mol H+ eq/kg),Eutrophisation eaux douces (kg P eq/kg),Eutrophisation marine (kg N eq/kg),Eutrophisation terrestre (mol N eq/kg),Écotoxicité pour écosystèmes aquatiques d’eau douce (CTUe/kg),Utilisation du sol (Pt/kg),Épuisement des ressources en eau (m³ depriv./kg),Épuisement des ressources énergétiques (MJ/kg),Épuisement des ressources en minéraux (kg Sb eq/kg),Changement climatique - émissions biogéniques (kg CO2 eq/kg),Changement climatique - émissions fossiles (kg CO2 eq/kg),Changement climatique - émissions liées au changement d’affectation des sols (kg CO2 eq/kg)
19538,"Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei",lait et produits laitiers,produits laitiers frais et assimilés,Autres étapes,"Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei (19538)",lait et produits laitiers,produits laitiers frais et assimilés,0.093365982,0.87308596,4.4400489e-08,0.61904791,0.002698461,4.45038988e-08,1.03846368e-08,3.76108384e-10,0.0033849084,0.0001526008299999,0.00173514531,0.0102988704,4.36377726,11.7235754,0.242308985,22.9668503,4.03174747e-06,0.02644729468,0.84418469,0.002453972024
19538,"Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei",lait et produits laitiers,produits laitiers frais et assimilés,Total,"Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei (19538)",lait et produits laitiers,produits laitiers frais et assimilés,0.2201956702999999,1.982175686,1.0723667405e-07,0.674412585,0.00481598066,1.5057260029999997e-07,2.582830233e-08,1.0098352483e-09,0.01829778949,0.0002346041887999,0.00604215711,0.0749544379,35.878816900000004,76.6506978,1.7053295359999998,26.87314537,6.362977969999999e-06,0.669202625892,1.207184609,0.10578843731
19689,"Cheesecake ou Gâteau au fromage frais, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Beurre,"Cheesecake ou Gâteau au fromage frais, rayon frais (19689)",lait et produits laitiers,produits laitiers frais et assimilés,0.10691694,1.1099404,7.4489166e-09,0.071816333,0.0018611521,1.0045912e-07,1.3820922e-08,5.3373945e-10,0.014663046,7.0956342e-05,0.0039094237,0.063988906,14.4216242,57.566924,0.11593643,3.4211951,2.1323391e-06,0.69598746,0.3021365,0.11181646
19689,"Cheesecake ou Gâteau au fromage frais, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Blanc d'oeuf,"Cheesecake ou Gâteau au fromage frais, rayon frais (19689)",lait et produits laitiers,produits laitiers frais et assimilés,0.021003283,0.13897874,2.645616e-09,0.016819909,0.00053088622,1.7475991e-08,2.1939527e-09,1.8727127e-10,0.0025092002,3.9360018e-05,0.0010985901,0.010955365,5.3472218,13.811368,0.065388823,1.1113901,5.2646337e-07,0.0065927752,0.10306235,0.029323614
19689,"Cheesecake ou Gâteau au fromage frais, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Jaune d'œuf,"Cheesecake ou Gâteau au fromage frais, rayon frais (19689)",lait et produits laitiers,produits laitiers frais et assimilés,0.012148837,0.080388867,1.5302921e-09,0.0097290666,0.00030707819,1.0108561e-08,1.2690385e-09,1.083225e-10,0.0014513857,2.2766843e-05,0.00063545264,0.006336864,3.0929701,7.9888491,0.037822571,0.64285649,3.045199e-07,0.0038134301,0.059613907,0.01696153
19689,"Cheesecake ou Gâteau au fromage frais, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Fromage frais crémeux,"Cheesecake ou Gâteau au fromage frais, rayon frais (19689)",lait et produits laitiers,produits laitiers frais et assimilés,0.0771298459999999,0.74349957,7.0921829e-09,0.19338588,0.0013149242,6.5163096e-08,1.0191356e-08,3.6400194e-10,0.0094390603,5.2622784e-05,0.0027405426,0.040877102,9.1031036,36.477739,0.084083669,5.8628261,1.6190877e-06,0.42826772,0.24643481,0.068797028
19689,"Cheesecake ou Gâteau au fromage frais, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Farine de blé,"Cheesecake ou Gâteau au fromage frais, rayon frais (19689)",lait et produits laitiers,produits laitiers frais et assimilés,0.0098011446,0.074166726,1.0762205e-09,0.0068423314,0.0002497448,7.0918781e-09,4.4268402e-10,1.0996701e-10,0.0010557018,1.6079809e-05,0.00072689429,0.004568173,1.43886582,9.7039881,0.020779435,0.52931139,2.6582983e-07,4.5321712e-05,0.06284245,0.011278954
19689,"Cheesecake ou Gâteau au fromage frais, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Sucre blanc,"Cheesecake ou Gâteau au fromage frais, rayon frais (19689)",lait et produits laitiers,produits laitiers frais et assimilés,0.016719034,0.089577295,1.2942714e-09,0.0038718467,0.00042368774,1.8028223e-08,-2.0902574e-09,2.6844343e-11,0.0024412476,2.3577637e-05,0.00077708459,0.010426916,1.47826894,4.5835347,0.26843002,0.9380798,5.002644e-07,0.00029289138,0.089174533,0.00010986981
19689,"Cheesecake ou Gâteau au fromage frais, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Autres étapes,"Cheesecake ou Gâteau au fromage frais, rayon frais (19689)",lait et produits laitiers,produits laitiers frais et assimilés,0.109801307,0.95873794,3.5123189e-08,0.64173388,0.0034648793,5.33272328e-08,1.22103501e-08,3.39290824e-10,0.0038797785999999,0.00023394004,0.00204494488,0.0122456796,6.25912166,19.2304741,0.351360795,25.9683263,6.1232308700000005e-06,0.04879984368,0.90814277,0.001795328224
19689,"Cheesecake ou Gâteau au fromage frais, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Total,"Cheesecake ou Gâteau au fromage frais, rayon frais (19689)",lait et produits laitiers,produits laitiers frais et assimilés,0.3535203916,3.195289538,5.62106885e-08,0.9441992467,0.00815235255,2.716541019e-07,3.803804592e-08,1.6694373369999995e-09,0.0354394202,0.000459303473,0.0119329328,0.1493990056,41.14117612,149.362877,0.943801743,38.47398528,1.147173517e-05,1.183799442072,1.77140732,0.240082784034
39216,"Clafoutis aux fruits, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Cerises,"Clafoutis aux fruits, rayon frais (39216)",lait et produits laitiers,produits laitiers frais et assimilés,0.19675306,0.63194193,1.2284492e-08,0.029321089,0.0022518159,2.8248018e-08,2.7002821e-08,1.0819659e-09,0.0037579598,0.00028150516,0.0012488852,0.013323867,74.5570036,783.81135,5.0261187,6.7859977,4.8378322e-06,0.080055332,0.55145196,0.00043463339
39216,"Clafoutis aux fruits, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Œuf de poule,"Clafoutis aux fruits, rayon frais (39216)",lait et produits laitiers,produits laitiers frais et assimilés,0.021002233,0.1389718,2.6454837e-09,0.016819068,0.00053085968,1.7475118e-08,2.193843e-09,1.8726191e-10,0.0025090748,3.935805e-05,0.0010985351,0.010954818,5.3469544,13.810677,0.065385554,1.1113345,5.2643705e-07,0.0065924456,0.1030572,0.029322148
39216,"Clafoutis aux fruits, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Lait demi-écremé,"Clafoutis aux fruits, rayon frais (39216)",lait et produits laitiers,produits laitiers frais et assimilés,0.023173336,0.24361915,1.6380011e-09,0.011716525,0.0003999711,2.1962893e-08,2.9639574e-09,1.1561901e-10,0.0032135253,1.5035968e-05,0.00085528105,0.014021224,3.1510403,12.627708,0.025081773,0.66548582,4.0970772e-07,0.15290673,0.066150354,0.024562067
39216,"Clafoutis aux fruits, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Farine de blé,"Clafoutis aux fruits, rayon frais (39216)",lait et produits laitiers,produits laitiers frais et assimilés,0.00919932,0.069612629,1.0101368e-09,0.0064221883,0.00023440959,6.6564119e-09,4.1550167e-10,1.0321465e-10,0.000990878,1.5092452e-05,0.00068226043,0.0042876711,1.35051441,9.1081292,0.019503505,0.49680981,2.4950694e-07,4.25388e-05,0.058983703,0.010586387
39216,"Clafoutis aux fruits, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Sucre blanc,"Clafoutis aux fruits, rayon frais (39216)",lait et produits laitiers,produits laitiers frais et assimilés,0.0132866499999999,0.071187254,1.0285601e-09,0.0030769643,0.00033670549,1.4327065e-08,-1.6611317e-09,2.1333253e-11,0.0019400643,1.8737195e-05,0.00061755067,0.008286291,1.17478326,3.6425442,0.21332187,0.74549388,3.9756111e-07,0.00023276137,0.070867179,8.7313758e-05
39216,"Clafoutis aux fruits, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Autres étapes,"Clafoutis aux fruits, rayon frais (39216)",lait et produits laitiers,produits laitiers frais et assimilés,0.097528304,0.94762771,4.773975e-08,0.61927894,0.0028031126,4.62561608e-08,1.04585859e-08,3.85856554e-10,0.0035426553,0.00014913092,0.00172941815,0.0104961217,4.33539276,11.3947656,0.268519625,23.9613453,4.11115727e-06,0.0254650486799999,0.91993941,0.002223252924
39216,"Clafoutis aux fruits, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Total,"Clafoutis aux fruits, rayon frais (39216)",lait et produits laitiers,produits laitiers frais et assimilés,0.360942903,2.102960473,6.63464237e-08,0.6866347746000001,0.00655687436,1.349256667e-07,4.137357727e-08,1.895251277e-09,0.0159541575,0.0005188597449999,0.0062319306,0.0613699928,89.91568873000001,834.395174,5.617931026999999,33.76646701,1.053220229e-05,0.26529485645,1.770449806,0.067215802072
39211,"Crème aux œufs (petit pot de crème chocolat, vanille, etc.), rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Chocolat noir 70%,"Crème aux œufs (petit pot de crème chocolat, vanille, etc.), rayon frais (39211)",lait et produits laitiers,produits laitiers frais et assimilés,0.10069575,2.0580646,2.5939109e-09,0.02339343,0.0032853908,2.4589975e-08,2.3068048e-09,8.7237314e-10,0.0026508186,0.00023618356,0.0051709093,0.010654741,4.44107042,81.613836,0.085085376,4.6878891,7.55757e-07,0.056487391,0.13743373,1.8641435
39211,"Crème aux œufs (petit pot de crème chocolat, vanille, etc.), rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Blanc d'oeuf,"Crème aux œufs (petit pot de crème chocolat, vanille, etc.), rayon frais (39211)",lait et produits laitiers,produits laitiers frais et assimilés,0.027772936,0.18377355,3.4983352e-09,0.022241202,0.00070199831,2.3108749e-08,2.9010945e-09,2.4763144e-10,0.0033179507,5.2046305e-05,0.0014526811,0.014486433,7.0707065,18.262966,0.08646456,1.4696067,6.9614991e-07,0.0087177193,0.1362808,0.038775027
39211,"Crème aux œufs (petit pot de crème chocolat, vanille, etc.), rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Jaune d'œuf,"Crème aux œufs (petit pot de crème chocolat, vanille, etc.), rayon frais (39211)",lait et produits laitiers,produits laitiers frais et assimilés,0.012821362,0.084838965,1.6150047e-09,0.01026764,0.00032407717,1.0668142e-08,1.3392888e-09,1.1431893e-10,0.0015317303,2.402715e-05,0.00067062949,0.0066876547,3.2641881,8.4310889,0.03991632,0.67844319,3.2137726e-07,0.0040245307,0.062913962,0.017900472
39211,"Crème aux œufs (petit pot de crème chocolat, vanille, etc.), rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Lait demi-écremé,"Crème aux œufs (petit pot de crème chocolat, vanille, etc.), rayon frais (39211)",lait et produits laitiers,produits laitiers frais et assimilés,0.0594237409999999,0.62471632,4.2003514e-09,0.030044864,0.001025652,5.6319784e-08,7.6005215e-09,2.9648359e-10,0.0082404923,3.8556964e-05,0.0021932103,0.035954839,8.0802611,32.381426,0.064317576,1.7065155,1.0506198e-06,0.39210107,0.16963037,0.062984886
39211,"Crème aux œufs (petit pot de crème chocolat, vanille, etc.), rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Sucre blanc,"Crème aux œufs (petit pot de crème chocolat, vanille, etc.), rayon frais (39211)",lait et produits laitiers,produits laitiers frais et assimilés,0.0096549656,0.051729405,7.4742031e-10,0.0022359274,0.00024467266,1.0411001e-08,-1.207089e-09,1.5502164e-11,0.0014097801,1.3615695e-05,0.00044875349,0.0060213715,0.85367584,2.6469154,0.1550139,0.54172556,2.8889441e-07,0.00016913993,0.051496817,6.3447998e-05
39211,"Crème aux œufs (petit pot de crème chocolat, vanille, etc.), rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Autres étapes,"Crème aux œufs (petit pot de crème chocolat, vanille, etc.), rayon frais (39211)",lait et produits laitiers,produits laitiers frais et assimilés,0.093365982,0.87308596,4.4400489e-08,0.61904791,0.002698461,4.45038988e-08,1.03846368e-08,3.76108384e-10,0.0033849084,0.0001526008299999,0.00173514531,0.0102988704,4.36377726,11.7235754,0.242308985,22.9668503,4.03174747e-06,0.02644729468,0.84418469,0.002453972024
39211,"Crème aux œufs (petit pot de crème chocolat, vanille, etc.), rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Total,"Crème aux œufs (petit pot de crème chocolat, vanille, etc.), rayon frais (39211)",lait et produits laitiers,produits laitiers frais et assimilés,0.3037347366,3.8762088,5.705551151e-08,0.7072309734000001,0.00828025194,1.696015498e-07,2.33252574e-08,1.9224176480000003e-09,0.0205356804,0.000517030504,0.01167132899,0.0841039096,28.07367922,155.0598077,0.673106717,32.051030350000005,7.144545849999999e-06,0.48794714561,1.401940369,1.986321305022
39213,"Crème brûlée, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Cassonade,"Crème brûlée, rayon frais (39213)",lait et produits laitiers,produits laitiers frais et assimilés,0.020649095,0.056698704,4.7077473e-09,0.00080038079,0.00033866717,6.6143945e-09,1.2674575e-08,9.4060364e-10,0.00088451416,1.6977967e-05,0.00041851761,0.0037907211,22.2323396,5.6851605,0.41979443,0.36744769,2.6467646e-07,0.0032672504,0.036413799,0.017017655
39213,"Crème brûlée, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Jaune d'œuf,"Crème brûlée, rayon frais (39213)",lait et produits laitiers,produits laitiers frais et assimilés,0.021694352,0.14355155,2.7326644e-09,0.017373333,0.00054835392,1.8051002e-08,2.2661401e-09,1.9343304e-10,0.0025917602,4.0655077e-05,0.0011347369,0.011315829,5.523160900000001,14.265802,0.067540305,1.147958,5.4378554e-07,0.0068096967,0.10645341,0.030288446
39213,"Crème brûlée, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Fromage frais crémeux,"Crème brûlée, rayon frais (39213)",lait et produits laitiers,produits laitiers frais et assimilés,0.079550962,0.76683812,7.3148075e-09,0.19945629,0.0013561999,6.7208574e-08,1.0511264e-08,3.7542801e-10,0.0097353537,5.4274621e-05,0.0028265686,0.042160239,9.3888513,37.62278,0.086723067,6.046861,1.6699111e-06,0.4417111,0.25417044,0.070956576
39213,"Crème brûlée, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Lait demi-écremé,"Crème brûlée, rayon frais (39213)",lait et produits laitiers,produits laitiers frais et assimilés,0.026827223,0.28203213,1.8962752e-09,0.013563944,0.00046303708,2.5425922e-08,3.4313034e-09,1.3384939e-10,0.0037202222,1.7406785e-05,0.00099013865,0.016232039,3.6478849,14.618799,0.029036576,0.77041719,4.7430894e-07,0.1770165,0.0765807,0.028434924
39213,"Crème brûlée, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Sucre blanc,"Crème brûlée, rayon frais (39213)",lait et produits laitiers,produits laitiers frais et assimilés,0.011072208,0.059322712,8.5713338e-10,0.0025641369,0.00028058791,1.1939221e-08,-1.3842764e-09,1.7777711e-11,0.0016167203,1.5614329e-05,0.00051462556,0.0069052426,0.97898606,3.0354535,0.17776823,0.6212449,3.3130093e-07,0.00019396781,0.059055983,7.2761465e-05
39213,"Crème brûlée, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Autres étapes,"Crème brûlée, rayon frais (39213)",lait et produits laitiers,produits laitiers frais et assimilés,0.093365982,0.87308596,4.4400489e-08,0.61904791,0.002698461,4.45038988e-08,1.03846368e-08,3.76108384e-10,0.0033849084,0.0001526008299999,0.00173514531,0.0102988704,4.36377726,11.7235754,0.242308985,22.9668503,4.03174747e-06,0.02644729468,0.84418469,0.002453972024
39213,"Crème brûlée, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Total,"Crème brûlée, rayon frais (39213)",lait et produits laitiers,produits laitiers frais et assimilés,0.253159822,2.181529176,6.190911678e-08,0.8528059946900001,0.00568530698,1.737430123e-07,3.7883642900000004e-08,2.037200175e-09,0.02193347896,0.000297529609,0.00761973263,0.0907029410999999,46.13500001999999,86.95157040000001,1.023171593,31.920779080000003,7.315730439999999e-06,0.65544580959,1.376859022,0.149224334489
39209,"Crème caramel, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Œuf de poule,"Crème caramel, rayon frais (39209)",lait et produits laitiers,produits laitiers frais et assimilés,0.039270704,0.25985429,4.9466173e-09,0.031448878,0.00099261985,3.2675581e-08,4.1021239e-09,3.5014882e-10,0.0046915551,7.3593048e-05,0.0020540791,0.020483698,9.997921,25.823684,0.12226018,2.0780118,9.8435027e-07,0.012326784,0.19269993,0.054827571
39209,"Crème caramel, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Lait demi-écremé,"Crème caramel, rayon frais (39209)",lait et produits laitiers,produits laitiers frais et assimilés,0.063366093,0.6661619,4.4790155e-09,0.032038132,0.0010936969,6.0056209e-08,8.1047632e-09,3.1615322e-10,0.0087871916,4.1114951e-05,0.0023387146,0.038340193,8.6163302,34.529708,0.0685846,1.8197309,1.1203211e-06,0.41811424,0.18088416,0.067163495
39209,"Crème caramel, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Sucre blanc,"Crème caramel, rayon frais (39209)",lait et produits laitiers,produits laitiers frais et assimilés,0.018158422,0.097289247,1.4056987e-09,0.0042051845,0.00046016417,1.9580322e-08,-2.2702133e-09,2.9155446e-11,0.0026514213,2.56075e-05,0.00084398592,0.011324598,1.60553717,4.9781437,0.29153989,1.0188416,5.4333353e-07,0.0003181072,0.096851811,0.0001193288
39209,"Crème caramel, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Autres étapes,"Crème caramel, rayon frais (39209)",lait et produits laitiers,produits laitiers frais et assimilés,0.093365982,0.87308596,4.4400489e-08,0.61904791,0.002698461,4.45038988e-08,1.03846368e-08,3.76108384e-10,0.0033849084,0.0001526008299999,0.00173514531,0.0102988704,4.36377726,11.7235754,0.242308985,22.9668503,4.03174747e-06,0.02644729468,0.84418469,0.002453972024
39209,"Crème caramel, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Total,"Crème caramel, rayon frais (39209)",lait et produits laitiers,produits laitiers frais et assimilés,0.214161201,1.896391397,5.52318205e-08,0.6867401045,0.00524494192,1.568160108e-07,2.03213106e-08,1.07156587e-09,0.0195150764,0.000292916329,0.00697192493,0.0804473594,24.58356563,77.0551111,0.724693655,27.8834346,6.67975237e-06,0.45720642588,1.314620591,0.124564366824
39214,"Crème dessert à la vanille, appertisée",lait et produits laitiers,produits laitiers frais et assimilés,Fromage frais crémeux,"Crème dessert à la vanille, appertisée (39214)",lait et produits laitiers,produits laitiers frais et assimilés,0.026805215,0.25839111,2.4647721e-09,0.067208099,0.00045698039,2.2646368e-08,3.5418391e-09,1.2650292e-10,0.0032803909,1.8288187e-05,0.00095243072,0.014206168,3.1636347,12.677241,0.029221903,2.0375293,5.6268745e-07,0.14883744,0.085644386,0.023909281
39214,"Crème dessert à la vanille, appertisée",lait et produits laitiers,produits laitiers frais et assimilés,Lait demi-écremé,"Crème dessert à la vanille, appertisée (39214)",lait et produits laitiers,produits laitiers frais et assimilés,0.071731571,0.7541074,5.0703271e-09,0.036267749,0.0012380848,6.7984723e-08,9.1747395e-09,3.578912e-10,0.0099472609,4.6542873e-05,0.0026474675,0.043401796,9.7538427,39.088259,0.077639016,2.0599685,1.2682239e-06,0.47331294,0.20476417,0.076030299
39214,"Crème dessert à la vanille, appertisée",lait et produits laitiers,produits laitiers frais et assimilés,Sucre blanc,"Crème dessert à la vanille, appertisée (39214)",lait et produits laitiers,produits laitiers frais et assimilés,0.011038992,0.059144743,8.5456198e-10,0.0025564445,0.00027974614,1.1903403e-08,-1.3801236e-09,1.7724378e-11,0.0016118701,1.5567486e-05,0.00051308168,0.0068845268,0.9760491,3.0263471,0.17723492,0.61938117,3.3030703e-07,0.0001933859,0.058878814,7.2543181e-05
39214,"Crème dessert à la vanille, appertisée",lait et produits laitiers,produits laitiers frais et assimilés,Autres étapes,"Crème dessert à la vanille, appertisée (39214)",lait et produits laitiers,produits laitiers frais et assimilés,0.081634817,0.7547581000000001,3.1982928e-08,0.54341804,0.0021700106,4.06688048e-08,9.2388821e-09,3.35808964e-10,0.002884821,0.00014102256,0.00155969991,0.0084643249,3.59515419,11.5065231,0.235588565,20.3657513,3.15586187e-06,0.02637872468,0.72596178,0.002417602024
39214,"Crème dessert à la vanille, appertisée",lait et produits laitiers,produits laitiers frais et assimilés,Total,"Crème dessert à la vanille, appertisée (39214)",lait et produits laitiers,produits laitiers frais et assimilés,0.191210595,1.826401353,4.037258918e-08,0.6494503325000001,0.00414482193,1.432032988e-07,2.05753371e-08,8.37927462e-10,0.0177243429,0.0002214211059999,0.00567267981,0.0729568157,17.48868069,66.29837020000001,0.519684404,25.08263027,5.31708025e-06,0.64872249058,1.07524915,0.102429725205
39229,"Crème dessert à la vanille, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Fromage frais crémeux,"Crème dessert à la vanille, rayon frais (39229)",lait et produits laitiers,produits laitiers frais et assimilés,0.026805215,0.25839111,2.4647721e-09,0.067208099,0.00045698039,2.2646368e-08,3.5418391e-09,1.2650292e-10,0.0032803909,1.8288187e-05,0.00095243072,0.014206168,3.1636347,12.677241,0.029221903,2.0375293,5.6268745e-07,0.14883744,0.085644386,0.023909281
39229,"Crème dessert à la vanille, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Lait demi-écremé,"Crème dessert à la vanille, rayon frais (39229)",lait et produits laitiers,produits laitiers frais et assimilés,0.071731571,0.7541074,5.0703271e-09,0.036267749,0.0012380848,6.7984723e-08,9.1747395e-09,3.578912e-10,0.0099472609,4.6542873e-05,0.0026474675,0.043401796,9.7538427,39.088259,0.077639016,2.0599685,1.2682239e-06,0.47331294,0.20476417,0.076030299
39229,"Crème dessert à la vanille, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Sucre blanc,"Crème dessert à la vanille, rayon frais (39229)",lait et produits laitiers,produits laitiers frais et assimilés,0.011038992,0.059144743,8.5456198e-10,0.0025564445,0.00027974614,1.1903403e-08,-1.3801236e-09,1.7724378e-11,0.0016118701,1.5567486e-05,0.00051308168,0.0068845268,0.9760491,3.0263471,0.17723492,0.61938117,3.3030703e-07,0.0001933859,0.058878814,7.2543181e-05
39229,"Crème dessert à la vanille, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Autres étapes,"Crème dessert à la vanille, rayon frais (39229)",lait et produits laitiers,produits laitiers frais et assimilés,0.093365982,0.87308596,4.4400489e-08,0.61904791,0.002698461,4.45038988e-08,1.03846368e-08,3.76108384e-10,0.0033849084,0.0001526008299999,0.00173514531,0.0102988704,4.36377726,11.7235754,0.242308985,22.9668503,4.03174747e-06,0.02644729468,0.84418469,0.002453972024
39229,"Crème dessert à la vanille, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Total,"Crème dessert à la vanille, rayon frais (39229)",lait et produits laitiers,produits laitiers frais et assimilés,0.20294176,1.944729213,5.279015018e-08,0.7250802025,0.00467327233,1.470383928e-07,2.17210918e-08,8.78226882e-10,0.0182244303,0.0002329993759999,0.00584812521,0.0747913611999999,18.25730376,66.5154225,0.526404824,27.68372927,6.192965849999999e-06,0.6487910605799999,1.19347206,0.102466095205
39246,"Crème dessert au café, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Fromage frais crémeux,"Crème dessert au café, rayon frais (39246)",lait et produits laitiers,produits laitiers frais et assimilés,0.026805215,0.25839111,2.4647721e-09,0.067208099,0.00045698039,2.2646368e-08,3.5418391e-09,1.2650292e-10,0.0032803909,1.8288187e-05,0.00095243072,0.014206168,3.1636347,12.677241,0.029221903,2.0375293,5.6268745e-07,0.14883744,0.085644386,0.023909281
39246,"Crème dessert au café, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Lait demi-écremé,"Crème dessert au café, rayon frais (39246)",lait et produits laitiers,produits laitiers frais et assimilés,0.071731571,0.7541074,5.0703271e-09,0.036267749,0.0012380848,6.7984723e-08,9.1747395e-09,3.578912e-10,0.0099472609,4.6542873e-05,0.0026474675,0.043401796,9.7538427,39.088259,0.077639016,2.0599685,1.2682239e-06,0.47331294,0.20476417,0.076030299
39246,"Crème dessert au café, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Sucre blanc,"Crème dessert au café, rayon frais (39246)",lait et produits laitiers,produits laitiers frais et assimilés,0.011038992,0.059144743,8.5456198e-10,0.0025564445,0.00027974614,1.1903403e-08,-1.3801236e-09,1.7724378e-11,0.0016118701,1.5567486e-05,0.00051308168,0.0068845268,0.9760491,3.0263471,0.17723492,0.61938117,3.3030703e-07,0.0001933859,0.058878814,7.2543181e-05
39246,"Crème dessert au café, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Autres étapes,"Crème dessert au café, rayon frais (39246)",lait et produits laitiers,produits laitiers frais et assimilés,0.093365982,0.87308596,4.4400489e-08,0.61904791,0.002698461,4.45038988e-08,1.03846368e-08,3.76108384e-10,0.0033849084,0.0001526008299999,0.00173514531,0.0102988704,4.36377726,11.7235754,0.242308985,22.9668503,4.03174747e-06,0.02644729468,0.84418469,0.002453972024
39246,"Crème dessert au café, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Total,"Crème dessert au café, rayon frais (39246)",lait et produits laitiers,produits laitiers frais et assimilés,0.20294176,1.944729213,5.279015018e-08,0.7250802025,0.00467327233,1.470383928e-07,2.17210918e-08,8.78226882e-10,0.0182244303,0.0002329993759999,0.00584812521,0.0747913611999999,18.25730376,66.5154225,0.526404824,27.68372927,6.192965849999999e-06,0.6487910605799999,1.19347206,0.102466095205
39247,"Crème dessert au caramel, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Fromage frais crémeux,"Crème dessert au caramel, rayon frais (39247)",lait et produits laitiers,produits laitiers frais et assimilés,0.026805215,0.25839111,2.4647721e-09,0.067208099,0.00045698039,2.2646368e-08,3.5418391e-09,1.2650292e-10,0.0032803909,1.8288187e-05,0.00095243072,0.014206168,3.1636347,12.677241,0.029221903,2.0375293,5.6268745e-07,0.14883744,0.085644386,0.023909281
39247,"Crème dessert au caramel, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,Lait demi-écremé,"Crème dessert au caramel, rayon frais (39247)",lait et produits laitiers,produits laitiers frais et assimilés,0.071731571,0.7541074,5.0703271e-09,0.036267749,0.0012380848,6.7984723e-08,9.1747395e-09,3.578912e-10,0.0099472609,4.6542873e-05,0.0026474675,0.043401796,9.7538427,39.088259,0.077639016,2.0599685,1.2682239e-06,0.47331294,0.20476417,0.076030299
