CIQUAL CODE 2020;CIQUAL NAME 2020;Present in Agribalyse 3.2
76011;Eau minérale Chambon, embouteillée, non gazeuse, faiblement minéralisée (Chambon, 45);
76012;Eau minérale Chantemerle, embouteillée, non gazeuse, faiblement minéralisée (Le Pestrin, 07);
76013;Eau minérale Chateauneuf, embouteillée, gazeuse, fortement minéralisée (Chateauneuf, 63);
76014;Eau minérale Chateldon, embouteillée, gazeuse, fortement minéralisée (Chateldon, 63);
76015;Eau minérale Clos de l'Abbaye, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59);
76016;Eau minérale Contrex, embouteillée, non gazeuse, fortement minéralisée (Contrexéville, 88);
76017;Eau minérale Dax, embouteillée, non gazeuse, moyennement minéralisée (Dax, 40);
76018;Eau minérale Didier, embouteillée, gazeuse, fortement minéralisée (Martinique);
76019;Eau minérale Didier, embouteillée non gazeuse, fortement minéralisée (Martinique);
76020;Eau minérale Evian, embouteillée, non gazeuse, faiblement minéralisée (Evian, 74);
76022;Eau minérale Hépar, embouteillée, non gazeuse, fortement minéralisée (Vittel, 88);
76023;Eau minérale Hydroxydase, embouteillée, gazeuse, fortement minéralisée (Le Breuil sur Couze, 63);
76024;Eau minérale Vernière, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34);
76025;Eau minérale Luchon, embouteillée, non gazeuse, faiblement minéralisée (Luchon, 31);
76027;Eau minérale Mont-Roucous, embouteillée, très faiblement minéralisée (Lacaune, 81);
76028;Eau de source Ogeu, embouteillée, faiblement minéralisée (Ogeu, 64);
76029;Eau minérale Orée du bois, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59);
76030;Eau minérale Orezza, embouteillée, gazeuse, moyennement minéralisée (Rapaggio, 20B);
76031;Eau minérale Parot, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42);
76032;Eau minérale Plancoet, embouteillée, gazeuse ou non gazeuse, faiblement minéralisée (Plancoet, 22);
76033;Eau minérale Propiac, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26);
76034;Eau minérale Puits St-Georges, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42);
76035;Eau minérale Quézac, embouteillée, gazeuse, moyennement minéralisée (Quézac, 48);
76036;Eau minérale Reine des basaltes, embouteillée, gazeuse, moyennement minéralisée (Asperjoc, 07);
76037;Eau minérale Rozana, embouteillée, gazeuse, fortement minéralisée (Beauregard, 63);
76038;Eau minérale Sail-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Sail-les-Bains, 42);
76039;Eau minérale Salvetat, embouteillée, gazeuse, moyennement minéralisée (La Salvetat, 34);
76043;Eau minérale St-Amand, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (St-Amand, 59);
76044;Eau minérale St-Antonin, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82);
76046;Eau minérale St-Diéry, embouteillée, gazeuse, fortement minéralisée (St-Diéry, 63);
76047;Eau minérale Ste-Marguerite, embouteillée, gazeuse, moyennement minéralisée (St-Maurice, 63);
76049;Eau minérale St-Yorre, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03);
76050;Eau minérale Thonon, embouteillée, non gazeuse, faiblement minéralisée (Thonon, 74);
76053;Eau minérale Ventadour, embouteillée, gazeuse, faiblement minéralisée (Le Pestrin, 07);
76054;Eau minérale Vernet, embouteillée, gazeuse, faiblement minéralisée (Prades, 07);
76055;Eau minérale Vichy Célestins, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03);
76056;Eau minérale Vittel, embouteillée, non gazeuse, moyennement minéralisée (Vittel, 88);
76057;Eau minérale Volvic, embouteillée, non gazeuse, faiblement minéralisée (Volvic, 63);
76058;Eau minérale Volvic active, embouteillée, gazeuse, faiblement minéralisée (Volvic, 63);
76059;Eau minérale Wattwiller, embouteillée, gazeuse ou non gazeuse, faiblement minéraliséee (Wattwiller, 68);
76060;Eau minérale Perrier, embouteillée, gazeuse, faiblement minéralisée (Vergèse, 30);
76061;Eau minérale Badoit, embouteillée, gazeuse, moyennement minéralisée (St-Galmier, 42);
76062;Eau minérale Avra, embouteillée, non gazeuse, faiblement minéralisée (Grèce);
76063;Eau minérale Beckerich, embouteillée, non gazeuse, faiblement minéralisée (Luxembourg);
76065;Eau minérale Chaudfontaine, embouteillée, non gazeuse, faiblement minéralisée (Belgique);
76066;Eau minérale Christinen Brunnen, embouteillée, non gazeuse, moyennement minéralisée (Allemagne);
76067;Eau minérale Courmayeur, embouteillée, non gazeuse, fortement minéralisée (Italie);
76069;Eau minérale Levissima, embouteillée, non gazeuse, faiblement minéralisée (Italie);
76070;Eau minérale Luso, embouteillée, non gazeuse, très faiblement minéralisée (Portugal);
76071;Eau minérale Néro, embouteillée, non gazeuse, faiblement minéralisée (Grèce);
76072;Eau minérale Penacova, embouteillée, non gazeuse, très faiblement minéralisée (Portugal);
76074;Eau minérale San Bernardo, embouteillée, très faiblement minéralisée (Italie);
76075;Eau minérale San Pellegrino, embouteillée, gazeuse, moyennement minéralisée (Italie);
76076;Eau minérale Spa-Reine, embouteillée, gazeuse ou non non gazeuse, moyennement minéralisée (Belgique);
76078;Eau minérale Valvert, embouteillée, non gazeuse, faiblement minéralisée (Belgique);
76079;Eau minérale Appollinaris, embouteillée, non gazeuse, fortement minéralisée (Allemagne);
76080;Eau de source Cristaline, embouteillée, non gazeuse;
76081;Eau minérale Biovive, embouteillée, non gazeuse, faiblement minéralisée (Dax, 40);
76082;Eau minérale La Cairolle, embouteillée, non gazeuse, fortement minéralisée (Les Aires, 34);
76083;Eau minérale Cilaos, embouteillée, gazeuse, fortement minéralisée (Cilaos, 974);
76085;Eau minérale La Française, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26);
76086;Eau minérale Montcalm, embouteillée, non gazeuse, très faiblement minéralisée (Auzat, 09);
76087;Eau minérale Montclar, embouteillée, non gazeuse, faiblement minéralisée (Montclar, 04);
76088;Eau minérale Nessel, embouteillée, gazeuse, moyennement minéralisée (Soultzmatt, 68);
76089;Eau minérale Ogeu, embouteillée, gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64);
76090;Eau minérale Ogeu, embouteillée, non gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64);
76091;Eau minérale Prince Noir, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82);
76092;Eau minérale St-Alban, embouteillée, gazeuse, moyennement minéralisée (St-Alban, 42);
76093;Eau minérale St-Géron, embouteillée, gazeuse, moyennement minéralisée (St-Géron, 43);
76094;Eau minérale St-Michel-de-Mourcairol, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34);
76095;Eau minérale Treignac, embouteillée, non gazeuse, très faiblement minéralisée (Treignac, 19);
76096;Eau minérale Vals, embouteillée, gazeuse, moyennement minéralisée (Vals-les-Bains, 07);
76097;Eau minérale Vauban, embouteillée, non gazeuse, moyennement minéralisée (St-Amand-les-Eaux, 59);
76100;Eau minérale Carola, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (Ribeauville, 68);
76101;Eau minérale Mont-Blanc, embouteillée, non gazeuse, faiblement minéralisée (Italie);
76102;Eau minérale Eden (La Goa), embouteillée, non gazeuse, faiblement minéralisée (Suisse);
2000;Jus d'ananas, à base de concentré;Oui
2002;Jus multifruit, pur jus, multivitaminé;Oui
2004;Jus de fruits (aliment moyen);
2006;Jus de carotte, pur jus;Oui
2007;Jus de citron, maison;
2011;Jus multifruit - base orange, multivitaminé;Oui
2012;Jus d'orange, à base de concentré;Oui
2013;Jus d'orange, maison;Oui
2014;Jus de pomme, à base de concentré;
2015;Jus de pamplemousse (pomélo), à base de concentré;
2016;Jus de raisin, pur jus;Oui
2017;Jus de grenade, pur jus;
2018;Jus de pruneau;
2019;Jus de raisin, à base de concentré;
2023;Jus de mangue, frais;Oui
2024;Jus de fruit de la passion ou maracudja, frais;
2025;Jus de pamplemousse (pomélo), maison;
2026;Jus de tomate, pur jus, salé à 3 g/L;
2027;Jus de pamplemousse (pomelo), pur jus;Oui
2028;Jus de citron, pur jus;Oui
2030;Jus de citron vert, maison;
2031;Jus de citron vert, pur jus;
2032;Jus de tomate, pur jus, salé à 6g/L;
2033;Jus multifruit, à base de jus et purée de fruits;
2034;Jus de clémentine ou mandarine, pur jus;
2035;Jus multifruit, pur jus, standard;Oui
2036;Jus multifruit - base raisin, standard;
2038;Jus multifruit - base orange, standard;
2039;Jus de grenade, frais;
2048;Jus multifruit - base pomme, standard;Oui
2050;Jus multifruit - base pomme, multivitaminé;
2052;Jus de fruit(s) et de légume(s), pur jus;
2053;Jus de tomate, pur jus (aliment moyen);Oui
2069;Jus multifruit, à base de concentré, standard;Oui
2070;Jus d'orange, pur jus;
2071;Jus multifruit, à base de concentré, multivitaminé;
2072;Jus de fruits, pur jus (aliment moyen);
2073;Jus d'ananas, pur jus;Oui
2074;Jus de pomme, pur jus;Oui
2075;Jus de légumes, pur jus (aliment moyen);
2077;Jus de fruits, à base de concentré (aliment moyen);
2377;Jus d'orange sanguine, pur jus;
2500;Smoothie;Oui
2009;Nectar multifruit - base pomme, standard;
2010;Nectar multifruit - base pomme, multivitaminé;
2043;Nectar d'abricot;Oui
2045;Nectar de papaye;
2054;Nectar de poire;Oui
2060;Nectar multifruit, multivitaminé;Oui
2061;Nectar multifruit, standard;Oui
2062;Nectar multifruit - base orange, multivitaminé;
2063;Nectar multifruit - base orange, standard;
2064;Nectar, avec édulcorants, allégé en sucres;
2076;Nectar de pomme;
2365;Nectar de fruit de la passion ou maracuja;
2366;Nectar de banane;Oui
2367;Nectar de goyave;
2370;Nectar de mangue;Oui
2371;Nectar de pêche;Oui
2374;Nectar d'ananas;
2375;Nectar d'orange;Oui
18001;Boisson gazeuse, sans jus de fruit, non sucrée, avec édulcorants;
18010;Limonade, sucrée;Oui
18011;Eau de coco;Oui
18012;Boisson à l'eau minérale ou de source, aromatisée, sucrée;Oui
18013;Tonic ou bitter, non sucré, avec édulcorants;Oui
18014;Tonic ou bitter, sucré, avec édulcorants;Oui
18015;Boisson au thé, aromatisée, sucrée, avec édulcorants;Oui
18016;Limonade, sucrée, avec édulcorants;Oui
18018;Cola, sucré;Oui
18019;Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée;Oui
18021;Boisson plate aux fruits, (à moins de 10% de jus), non sucrée, avec édulcorants;Oui
18023;Boisson plate aux fruits (à moins de 10% de jus), sucrée;Oui
18024;Boisson plate aux fruits (10 à 50% de jus de jus), sucrée, avec édulcorants;
18025;Kombucha, préemballé;
18026;Boisson gazeuse, sans jus de fruit, sucrée;Oui
18028;Boisson à l'eau minérale ou de source, aromatisée, non sucrée, sans édulcorant;Oui
18029;Boisson rafraîchissante sans alcool (aliment moyen);
18030;Boisson à l'eau minérale ou de source, aromatisée, non sucrée, avec édulcorants;Oui
18033;Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée, avec édulcorants;Oui
18034;Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée, avec édulcorants;
18035;Limonade, non sucrée, avec édulcorants;Oui
18037;Cola, sucré, avec édulcorants;Oui
18039;Diabolo (limonade et sirop);Oui
18048;Boisson gazeuse aux fruits (teneur en jus non spécifiée), sucrée (aliment moyen);
18049;Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée;Oui
18051;Boisson gazeuse aux fruits (de 10 à 50% de jus), non sucrée, avec édulcorants;
18057;"Boisson préparée à partir de boisson concentrée à diluer, non sucrée, avec édulcorants, type ""sirop 0%"", diluée dans l'eau";
18058;Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau;Oui
18060;Cola, non sucré, avec édulcorants;Oui
18062;Boisson au thé, aromatisée, teneur en sucre et édulcorant inconnue (aliment moyen);
18063;Cola, teneur en sucre et édulcorant inconnue (aliment moyen);
18064;Boisson au thé, aromatisée, à teneur réduite en sucres;
18065;Boisson au thé, aromatisée, non sucrée, avec édulcorants;Oui
18067;Cola, sucré, sans caféine;Oui
18068;Cola, non sucré, avec édulcorants, sans caféine;Oui
18075;Boisson au thé, aromatisée, sucrée;Oui
18078;Boisson gazeuse, sans jus de fruit, sucrée, avec édulcorants;Oui
18304;Boisson plate aux fruits (10 à 50% de jus), à teneur réduite en sucres;Oui
18309;Boisson plate aux fruits (teneur en jus non spécifiée), sucrée;Oui
18339;Boisson plate aux fruits (10 à 50% de jus), sucrée;Oui
18340;Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, avec édulcorants;Oui
18341;Boisson gazeuse à la pomme (de 50 à 99% de fruits), non sucrée;
18344;Tonic ou bitter, sucré;Oui
18345;Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, sans édulcorant;Oui
18352;Boisson énergisante, sucrée;Oui
18353;Boisson énergisante, non sucrée, avec édulcorants;Oui
18343;Boisson au jus de fruit et au lait;Oui
19120;Boisson lactée aromatisée (arôme inconnu), sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux (aliment moyen);
19122;Boisson lactée aromatisée au chocolat, sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux;Oui
19127;Boisson lactée aromatisée à la fraise, sucrée, au lait partiellement écrémé, enrichie à la vitamine D;Oui
18041;Lait de coco ou Crème de coco;Oui
18107;Boisson à l'amande, nature, non sucrée, non enrichie, préemballée;Oui
18110;Boisson à l'amande, sucrée, enrichie en calcium, préemballée;
18305;Boisson plate aux fruits (10 à 50% de jus), non sucrée, avec édulcorants;
18900;Boisson au soja, nature, non enrichie, préemballée;Oui
18901;Boisson au soja, nature, enrichie en calcium, préemballée;Oui
18902;Boisson au soja, aromatisée, sucrée, non enrichie, préemballée;Oui
18903;Boisson au soja, aromatisée, sucrée, enrichie en calcium, préemballée;Oui
18904;Boisson au riz, nature, préemballée;Oui
18905;Boisson à base d'avoine, nature, préemballée;Oui
18906;Boisson à la châtaigne, nature, préemballée;
18907;Boisson à la noix de coco, nature, préemballée;Oui
29209;Boisson au soja et jus de fruits concentrés, préemballée;
18004;Café, non instantané, non sucré, prêt à boire;Oui
18020;Thé infusé, non sucré;Oui
18022;Tisane infusée, non sucrée;Oui
18070;Café décaféiné, non instantané, non sucré, prêt à boire;Oui
18071;Café expresso, non instantané, non sucré, prêt à boire;Oui
18072;Café décaféiné, instantané, non sucré, prêt à boire;Oui
18073;Café, instantané, non sucré, prêt à boire;Oui
18104;Boisson cacaotée ou au chocolat, instantanée, sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard);Oui
18106;Boisson cacaotée ou au chocolat, instantanée, sucrée, enrichie en vitamines, prête à boire (reconstituée avec du lait demi-écrémé standard);Oui
18151;Café au lait, café crème ou cappuccino, instantané ou non, non sucré, prêt à boire;Oui
18153;Chicorée et café, instantané, non sucré, prête à boire (reconstituée avec du lait demi-écrémé standard);Oui
18154;Thé noir, infusé, non sucré;Oui
18155;Thé vert, infusé, non sucré;Oui
18156;Thé oolong, infusé, non sucré;Oui
18161;Chicorée, instantanée, non sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard);Oui
18162;Chicorée et café, instantané, non sucré, prêt à boire (reconstituée avec de l'eau);Oui
18003;Café, moulu;Oui
18005;Café, poudre soluble;
18017;Sirop à diluer, sucré;Oui
18059;"Boisson concentrée à diluer, sans sucres ajoutés, avec édulcorants, type ""sirop 0%""";
18069;Café, décaféiné, poudre soluble;
18076;Thé, feuille;
18100;Cacao, non sucré, poudre soluble;Oui
18101;Poudre cacaotée ou au chocolat pour boisson, sucrée;
18102;Poudre maltée, cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines et minéraux;
18150;Chicorée et café, poudre soluble;
18152;Chicorée, poudre soluble;Oui
18160;Café au lait ou cappuccino, poudre soluble;
18163;Café au lait ou cappuccino au chocolat, poudre soluble;
18167;Poudre cacaotée ou au chocolat sucrée pour boisson, enrichie en vitamines et minéraux;
18168;Poudre cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines;
18220;Citron ou Lime, spécialité à diluer pour boissons, sans sucres ajoutés;Oui
1006;Vin doux;Oui
5100;Pétillant de fruits;Oui
5201;Vin blanc mousseux;Oui
5207;Champagne;Oui
5209;Vin blanc mousseux aromatisé;Oui
5210;Vin (aliment moyen);
5214;Vin rouge;Oui
5215;Vin blanc (sec);Oui
5216;Vin rosé;Oui
5000;Bière brune;Oui
5001;"Bière ""coeur de marché"" (4-5° alcool)";Oui
5002;Bière forte (>8° alcool);Oui
5003;Cidre (aliment moyen);
5006;Cidre brut;Oui
5007;Cidre doux;Oui
5008;Bière faiblement alcoolisée (3° alcool);Oui
5009;Bière blanche;
5010;"Bière ""spéciale"" (5-6° alcool)";Oui
5011;"Bière ""de spécialités"" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable)";Oui
5020;Cidre traditionnel;Oui
5021;Cidre bouché demi-sec;Oui
5022;Cidre aromatisé (framboise);Oui
5030;Bière sans alcool (<1,2° alcool);Oui
1000;Pastis;Oui
1001;Eau de vie;Oui
1002;Gin;Oui
1003;Liqueur;Oui
1004;Rhum;Oui
1005;Whisky;Oui
1007;Apéritif à base de vin ou vermouth;Oui
1008;Vodka;Oui
1010;Pastis, prêt à boire (1+ 5);
1011;Apéritif anisé sans alcool;
1014;Alcool pur;Oui
1015;Marsala;Oui
1016;Marsala aux oeufs;
1021;Crème de cassis;Oui
1023;Eau de vie de vin, type armagnac, cognac;Oui
1024;Eau de vie, type calvados;
1026;Saké ou Alcool de riz;Oui
1012;Cocktail à base de rhum;Oui
1013;Cocktail à base de whisky;Oui
1017;Sangria;Oui
1018;Kir (au vin blanc);Oui
1019;Kir royal (au champagne);Oui
1022;Cocktail type punch, 16% alcool;Oui
2008;Cocktail sans alcool (à base de jus de fruits et de sirop);Oui
5004;Panaché (limonade et bière);Oui
5005;Panaché préemballé (<1° alc.);Oui
11506;Édulcorant à l'aspartame, en pastilles;
11509;Édulcorant à l'aspartame, en poudre;
11510;Vermicelles multicolores;
31008;Miel;Oui
31016;Sucre blanc;Oui
31017;Sucre roux;Oui
31034;Sirop d'érable;Oui
31044;Sucre vanillé;Oui
31046;Caramel liquide ou nappage caramel;
31064;Édulcorant à la saccharine;Oui
31067;Mélasse de canne;Oui
31076;Sucre allégé à l'aspartame;
31077;Fructose;Oui
31087;Édulcorant à base d'extrait de stévia;
31089;Sirop d'agave;Oui
31000;Barre chocolatée biscuitée;Oui
31001;Barre chocolatée non biscuitée enrobée;Oui
31002;Barre à la noix de coco, enrobée de chocolat;Oui
31004;Chocolat au lait, tablette;Oui
31005;Chocolat noir à moins de 70% de cacao, à croquer, tablette;Oui
31009;Chocolat au lait aux céréales croustillantes, tablette;Oui
31010;Chocolat blanc, tablette;Oui
31012;Barres ou confiserie chocolatées au lait;Oui
31018;Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette;Oui
31020;Chocolat au lait sans sucres ajoutés, avec édulcorants, tablette;Oui
31026;Chocolat blanc aux fruits secs (noisettes, amandes, raisins, praliné) , tablette;Oui
31030;Chocolat noir sans sucres ajoutés, avec édulcorants, en tablette;Oui
31032;Pâte à tartiner chocolat et noisette;Oui
31041;Confiserie au chocolat dragéifiée;Oui
31042;Cacahuètes enrobées de chocolat dragéifiées;Oui
31063;Bouchée chocolat fourrage fruits à coques et/ou praliné;Oui
31066;Rocher chocolat fourré praliné;Oui
31069;Chocolat noir aux fruits (orange, framboise, poire), tablette;Oui
31070;Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette;Oui
31071;Barre chocolatée aux fruits secs;Oui
31072;Chocolat noir fourrage confiseur à la menthe;Oui
31073;Barre goûter frais au lait et chocolat;Oui
31074;Chocolat noir à 70% cacao minimum, extra, dégustation, tablette;Oui
31079;Chocolat au lait fourré;Oui
31080;Chocolat noir fourré praliné, tablette;Oui
31084;Chocolat au lait fourré au praliné, tablette;Oui
31085;Chocolat noir à 40% de cacao minimum, à pâtisser, tablette;Oui
31091;Bonbon / bouchée au chocolat fourrage gaufrettes / biscuit;Oui
31098;Barre chocolat au lait avec nougat;Oui
31099;Barre goûter frais au lait et chocolat avec génoise;Oui
31120;Chocolat, en tablette (aliment moyen);
31003;Bonbons, tout type;Oui
31007;Chewing-gum, sucré;
31014;Pâte de fruits;Oui
31021;Zeste d'orange confit;
31023;Marron glacé;
31027;Fruit confit;
31033;Nougat ou touron;Oui
31036;Dragée amande;Oui
31050;Guimauve ou marshmallow;Oui
31054;Chewing-gum, sans sucre;
31059;Bonbon dur et sucette;Oui
31060;Bonbon gélifié;Oui
31081;Bonbon au caramel, mou;Oui
31092;Calissons d'Aix en Provence;Oui
31093;Guimauve ou marshmallow, enrobé de chocolat;
31094;Bonbon dur au caramel;
31121;Chewing-gum, teneur en sucre inconnue (aliment moyen);
30999;Confiture ou Marmelade, tout type de fruits, teneur en sucre inconnue (aliment moyen);
31006;Confiture ou Marmelade, tout type de fruits (aliment moyen);
31024;Confiture de fraise (extra ou classique);Oui
31037;Confiture d'abricot (extra ou classique);Oui
31038;Confiture de cerise (extra ou classique);Oui
31039;Marmelade d'orange;Oui
31040;Confiture de lait;Oui
31053;Confiture de prune (extra ou classique);
31062;Confiture de framboise (extra ou classique);Oui
31068;Confiture de myrtilles (extra ou classique);
31082;Préparation de fruits divers (en taux de sucres : confitures allégées en sucres < préparations de fruits < confitures);
31086;Gelée de fruits divers (extra ou classique);
31095;Gelée de groseille (extra ou classique);
31110;Confiture, tout type de fruits, allégée en sucres (extra ou classique);Oui
7225;Pain brioché ou viennois;Oui
7600;Viennoiserie (aliment moyen);
7602;Croissant, sans précision;Oui
7615;Croissant ordinaire, artisanal;Oui
7620;Croissant au beurre, artisanal;Oui
7650;Croissant aux amandes, artisanal;Oui
7710;Pain au lait, artisanal;Oui
7711;Pain au lait, préemballé;Oui
7712;Pain au lait aux pépites de chocolat, préemballé;Oui
7720;Pain aux raisins (viennoiserie);Oui
7730;Pain au chocolat feuilleté, artisanal;Oui
7733;Pain au chocolat, préemballé;Oui
7735;Brioche (ou briochettes) aux pépites de chocolat, préemballée;Oui
7737;Brioche fourrée au chocolat;Oui
7738;Brioche fourrée aux fruits, préemballée;Oui
7739;"Brioche fourrée crème pâtissière (type ""chinois""), préemballée";Oui
7740;Brioche, préemballée;Oui
7741;Brioche, sans précision;Oui
7742;Brioche, de boulangerie traditionnelle;Oui
7744;Couronne de Noël (Brioche) aux fruits confits, préemballée;Oui
7745;Brioche pur beurre, préemballée;Oui
23467;Chouquette;Oui
23480;Chausson aux pommes;Oui
7412;Tartine craquante, extrudée et grillée, fourrée au chocolat;Oui
7413;Tartine craquante, extrudée et grillée, fourrée aux fruits;Oui
23027;Macaron sec;Oui
24000;Biscuit sec, sans précision;Oui
24001;Biscuit sec nature;Oui
24002;Biscuit sec à teneur garantie en vitamines;Oui
24003;Biscuit sec à teneur garantie en vitamines et minéraux;Oui
24004;Biscuit sec aux fruits, hyposodé;Oui
24005;Biscuit sec aux fruits hyposodé, sans sucres ajoutés;
24007;Biscuit sec croquant au chocolat, allégé en matière grasse;Oui
24008;Biscuit sec fourré aux fruits, allégé en matière grasse;Oui
24009;Spéculoos;Oui
24010;Biscuit sec, avec matière grasse végétale;Oui
24011;Biscuit sec, petits fours en assortiment;Oui
24015;Biscuit sec petit beurre;Oui
24016;Biscuit sec avec tablette de chocolat;Oui
24017;Biscuit sec petit beurre au chocolat;Oui
24030;Biscuit sec au lait;Oui
24031;Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse;Oui
24034;Biscuit sec pour petit déjeuner;Oui
24035;Biscuit sec pour petit déjeuner, allégé en sucres;Oui
24036;Biscuit sec chocolaté, préemballé;Oui
24037;Biscuit sec fourré à la pâte ou purée de fruits;Oui
24038;Biscuit sec avec nappage chocolat;Oui
24039;Barre biscuitée fourrée aux fruits, allégée en matière grasse;Oui
24040;Biscuit sec pour petit déjeuner, au chocolat;Oui
24041;Biscuit aux céréales pour petit déjeuner, enrichis en vitamines et minéraux;Oui
24049;Biscuit sec au beurre, sablé, galette ou palet;Oui
24050;Biscuit sec au beurre, sablé, galette ou palet, au chocolat;Oui
24051;Biscuit sec chocolaté, type barquette;Oui
24052;Biscuit sec chocolaté, type tartelette;Oui
24053;Biscuit sec chocolaté, type galette;Oui
24054;Biscuit sec, sablé, galette ou palet, aux fruits;Oui
24055;Biscuit sec fourré fruits à coque (non ou légèrement chocolaté);Oui
24056;Florentin (biscuit sec sucré chocolaté aux amandes);Oui
24060;Biscuit pâtissier meringué;Oui
24070;Sablé à la noix de coco;Oui
24071;Sablé pâtissier, artisanal;Oui
24072;Sablé aux fruits (pomme, fruits rouges, etc.);Oui
24080;Sablé au cacao ou chocolat, au praliné ou autre;Oui
24225;"Goûter sec fourré (""sandwiché"") parfum lait ou vanille";Oui
24231;"Goûter sec fourré (""sandwiché"") parfum chocolat";Oui
24240;"Goûter sec fourré (""sandwiché"") parfum fruits";Oui
24300;Gaufrette ou éventail sans fourrage;Oui
24311;Gaufrette fourrée chocolat, préemballée;Oui
24312;Gaufrette fourrée fruits à coque (noisette, amande, praline, etc.), chocolatée ou non, préemballée;Oui
24313;Gaufrette, fourrée vanille, préemballée;Oui
24320;Gaufrette fourrée, aux fruits;Oui
24360;Cigarette;Oui
24370;Crêpe dentelle;Oui
24371;Crêpe dentelle au chocolat, préemballée;Oui
24430;Biscuit sec aux oeufs à la cuillère (cuiller) ou Boudoir;Oui
24441;Biscuit sec type langue de chat ou cigarette russe;Oui
24520;Meringue;Oui
24615;Biscuit sec ou tuile, aux amandes;Oui
24616;Biscuit sec type tuile, aux fruits;Oui
24659;Biscuit sec feuilleté, type palmier ou autres;Oui
24660;Palmier, artisanal;Oui
24678;Biscuit sec (génoise) nappage aux fruits, type barquette;Oui
24679;Biscuit sec nappé aux fruits, tartelette;Oui
24680;Biscuit moelleux fourré à l'orange et enrobé de sucre glace;Oui
24684;Cookie aux pépites de chocolat;Oui
24685;Cône ou cornet classique, pour glace;Oui
24686;Génoise sèche fourrée aux fruits et nappée de chocolat;Oui
24690;Biscuit sec pauvre en glucides;Oui
32000;Grains de blé soufflés au miel ou caramel, enrichis en vitamines et minéraux;Oui
32001;Céréales pour petit déjeuner chocolatées, non fourrées, enrichies en vitamines et minéraux;Oui
32002;Céréales pour petit déjeuner riches en fibres, avec ou sans fruits, enrichies en vitamines et minéraux;Oui
32003;Céréales pour petit déjeuner (aliment moyen);
32004;Muesli (aliment moyen);
32005;Pétales de maïs natures, enrichis en vitamines et minéraux;Oui
32006;Riz soufflé nature, enrichi en vitamines et minéraux;
32008;Céréales pour petit déjeuner riches en fibres, au chocolat, enrichies en vitamines et minéraux;Oui
32009;Pétales de blé chocolatés, enrichis en vitamines et minéraux;Oui
32011;Pétales de blé chocolatés (non enrichis en vitamines et minéraux);Oui
32012;Riz soufflé chocolaté (non enrichi en vitamines et minéraux);
32013;Céréales chocolatées pour petit déjeuner, non fourrées, (non enrichies en vitamines et minéraux);Oui
32014;Pétales de maïs natures (non enrichis en vitamines et minéraux);Oui
32016;Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes, enrichies en vitamines et minéraux;Oui
32017;Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes;Oui
32018;Céréales pour petit déjeuner fourrées, fourrage autre que chocolat, enrichies en vitamines et minéraux;Oui
32021;"Céréales pour petit déjeuner ""équilibre"" nature ou au miel, enrichies en vitamines et minéraux";Oui
32022;"Céréales pour petit déjeuner ""équilibre"" au chocolat, enrichies en vitamines et minéraux";Oui
32023;"Céréales pour petit déjeuner ""équilibre"" aux fruits, enrichies en vitamines et minéraux";Oui
